,Statement,Label,function,pronoun,ppron,i,we,you,shehe,they,ipron,article,prep,auxverb,adverb,conj,negate,verb,adj,compare,interrog,number,quant,affect,posemo,negemo,anx,anger,sad,social,family,friend,female,male,cogproc,insight,causet,discrep,tentat,certain,differ,percept,see,hear,feel,bio,body,health,sexual,ingest,drives_,affiliation,achieve,power,reward,risk,focuspast,focuspresent,focusfuture,relativ,motion,space,time,work,leisure,home,money,relig,death,informal,swear,assent,netspeak,nonflu,filler
6316,"More people were killed by terrorists in 2015 than in any other year ever, after an 80 percentincrease from 2014.",0,9,1,0,0,0,0,0,0,1,1,6,1,0,0,0,1,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0
6317,"The financial penalties imposed on gay couples can cost us more than $300,000 compared with married heterosexual couples over a lifetime.",0,7,1,1,0,1,0,0,0,0,1,4,1,0,0,0,0,3,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,2,1,0,1,0,0,0,1,0,2,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0
6318,Forty percent of illegal immigrants are people coming legally on visas and overstaying their visas.,0,4,0,0,0,0,0,0,0,0,0,2,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
6319,Nearly 46 million Americans don't have health insurance coverage today.,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
6320,Says Tommy Thompson pushed such strict laws that abortion providers faced potential life imprisonment and women were forced to cross state lines in order to receive attention for life-threatening issues.,0,8,1,0,0,0,0,0,0,1,0,4,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6321,"Governor Christie, his idea of jumpstarting the economy is to propose a trickle-down income tax cut last year and in his budget address this year, he stated his support for it again.",1,14,6,4,0,0,0,4,0,2,2,4,1,0,1,0,2,0,0,0,0,0,2,1,1,0,0,0,4,0,0,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0
6322,"In fact, oil spills from tankers are far more common than the very rare leaks from rigs or pipelines.",0,7,0,0,0,0,0,0,0,0,1,3,1,1,1,0,1,5,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6323,Youve got a medical report on me that meets the same standard as Mitt Romney and Barack Obama.,0,7,2,1,1,0,0,0,0,1,2,2,0,0,2,0,2,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6324,"In her short time in the United States Senate, the senator from New York, Senator Clinton, got $500-million worth of pork barrel projects.",0,6,1,1,0,0,0,1,0,0,2,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,2,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0
6325,"For several days in July of 2012, Greenland surface ice cover melted more than at any time in 30 years of satellite observation. During that month, an estimated 97% of the ice sheet thawed.",0,10,1,0,0,0,0,0,0,1,2,7,0,0,0,0,0,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0
6326,More than 40 percent of sales nationally are made without background checks.,0,4,0,0,0,0,0,0,0,0,0,3,1,0,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
6327,On job creation numbers in the latest Start-Up NY report: This is a significant number of overcounts in the compilation that Ive looked at.,1,8,1,0,0,0,0,0,0,1,3,3,1,0,0,0,2,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0
6328,"The omnibus spending bill has 9,427 pork barrel items.",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
6329,"In his very first budget, (Milwaukee) Mayor Tom Barrett broke his pledge to keep a lid on property taxes and has continued increasing taxes and fees ever since.",1,10,2,2,0,0,0,2,0,0,1,2,1,2,2,0,3,0,0,0,1,0,1,0,1,0,0,1,2,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,1,3,0,4,0,1,3,2,0,0,3,0,0,0,0,0,0,0,0
6330,SayPresident George W. Bush borrowed $1.37 trillion of Social Security surplus revenue to pay for his tax cuts for the rich and his war in Iraq and never paid it back.,1,12,3,2,0,0,0,2,0,1,1,5,0,1,2,1,1,1,0,0,0,0,2,1,1,0,1,0,2,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,1,1,0,2,0,1,1,1,0,0,3,0,1,0,0,0,0,0,0
6331,The Benghazi victims were left helpless to die as Hillary Clinton soundly slept in her bed.,1,5,1,1,0,0,0,1,0,0,0,3,1,0,1,0,4,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3,2,0,2,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0
6332,CEOs now earn 431 times what their workers earn.,0,2,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
6333,"When the auto industry was going under, car parts companies like Johnson Controls begged taxpayers for a bailout, and they got one.",0,7,1,1,0,0,0,0,1,0,2,2,1,0,1,0,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,3,1,1,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6334,We cut taxes 24 times.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
6335,Almost 1 million children ... have no health insurance in this state.,0,4,1,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
6336,"When President Obama landed in Cuba on Air Force One, no leader was there, nobody, to greet him -- perhaps an incident without precedent in the long and prestigious history of Air Force One.",0,13,1,1,0,0,0,1,0,0,2,6,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
6337,Says President Franklin Delano Roosevelt sent his advisers to study socialism with Soviet dictator Josef Stalin so the president could replicate it in the United States.,1,9,2,1,0,0,0,1,0,1,2,3,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6338,Says his budget plan would cut our deficits by $4 trillion.,0,4,2,2,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,2,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6339,"Says I never billed a single hour of my time to the City of Portland in the last 10 years -- so, no revolving door.",1,10,1,1,1,0,0,0,0,0,3,4,0,1,0,2,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,1,1,2,0,0,0,1,0,0,0,0,0,0,0,0
6340,This is the first time since the Depression that unemployment has stayed above 9 percent for two consecutive years.,1,8,1,0,0,0,0,0,0,1,2,3,2,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,1,2,0,4,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0
6341,Red light camera installed to promote public safety.,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6342,"Minimum wage = $16,000/year CEO-Goldman Sachs (Lloyd Blankfein) $16,000/Hour.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
6343,"Obamas stimulus, passed in his first month in office, will cost more than the entire Iraq War.",1,6,1,1,0,0,0,1,0,0,1,3,1,0,0,0,2,2,2,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,4,1,2,1,0,0,0,1,0,0,0,0,0,0,0,0
6344,"Janice Hahn hired hard-core gang members with taxpayer money to be gang-intervention specialists. She even helped them get out of jail, so they could rape and kill again.",1,11,2,2,0,0,0,0,2,0,0,4,2,2,2,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,1,0,2,3,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
6345,"According to Wikipedia, there are only five countries in the entire planet that are more unequal than the United States in the distribution of our wealth.",0,14,2,1,0,1,0,0,0,1,3,5,2,2,0,0,2,2,2,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,3,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
6346,Michelle Nunns foundation directed grants to an Islamic group tied to radical terrorists.,1,3,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6347,"As first lady, Clinton would travel to places that were ""too small, too poor or too dangerous"" for the president.",1,9,1,0,0,0,0,0,0,1,1,2,2,2,1,0,3,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,2,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,1,2,0,3,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0
6348,Marijuana is less addictive than both alcohol and tobacco.,0,3,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6349,70 percent of Americans believe that we are on the wrong path.,0,6,2,1,0,1,0,0,0,1,1,2,1,0,0,0,2,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6350,Says Lincoln Chafee settled a union strike by giving the teachers a 19-percent-raise.,0,4,0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6351,Pam Bondi refuses to take a position on the gay-adoption ban.,1,4,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6352,"Under Obamacare, people who have a doctor theyve been seeing for the last 15 or 20 years, they wont be able to keep going to that doctor.",1,14,4,2,0,0,0,0,2,2,2,3,5,0,1,1,8,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,2,5,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6353,Says Rick Perrys proposal on driver licenses and high school dropouts has been state law since 1989.,0,5,0,0,0,0,0,0,0,0,0,2,2,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,3,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0
6354,"Says Donald Trump promised to repeal Obamacare, build a wall, ban Muslims, and more.",0,3,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6355,A statewide poll showing 76 percent support and other surveys are a strong indicator of broad public support in Milwaukee County for a $10.10 minimum wage,0,8,1,0,0,0,0,0,0,1,2,3,1,0,1,0,3,2,0,0,0,0,3,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3,0,2,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0
6356,HIV/AIDS is dramatically on the rise in the U.S. South.,0,5,0,0,0,0,0,0,0,0,2,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
6357,"Governor (Perry), you were a Democrat, having worked for Al Gore as his campaign manager...",0,7,2,2,0,0,1,1,0,0,1,2,2,0,1,0,3,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6358,"Our debt to GDP ratios, our deficit to GDP ratios are quickly approaching the countries we have been reading about for the last year and a half. We are not far behind Ireland, Greece, Portugal and Spain and all these countries we have been reading about.",0,22,4,3,0,3,0,0,0,1,3,5,6,1,3,1,8,1,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,4,3,0,0,1,0,2,6,1,5,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0
6359,"By 12th grade, more than 3 out of 10 girls have been pregnant at least once.",0,6,0,0,0,0,0,0,0,0,0,4,2,0,0,0,2,3,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
6360,"The Iraq war has been ""our longest war.""",1,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
6361,"The United States is about to have the smallest Army since before WWII, the smallest Navy since WWI and the smallest Air Force ever.",0,11,0,0,0,0,0,0,0,0,3,5,2,1,1,0,2,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,6,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0
6362,[Federal] law says that you cant give in-state tuition to an illegal alien unless you first offer it to any other student regardless of their state of residence.,1,12,5,2,0,0,2,0,0,3,1,5,0,0,1,1,2,0,0,0,1,1,0,0,0,0,0,0,4,0,0,0,0,5,0,0,1,1,0,3,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,5,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6363,"The most realistic estimates for jobs created by Keystone XL are maybe 2,000 jobs during the construction of the pipeline.",1,8,0,0,0,0,0,0,0,0,2,4,1,1,0,0,2,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,3,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6364,"When [Mitt Romney] was the governor of Massachusetts, he performed 100 and Im not sure this number is right, but my mind says its about 180 gay marriages.",1,12,4,2,1,0,0,1,0,2,1,2,2,1,2,1,3,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,2,0,0,0,0,0,2,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6365,Illegal immigration costs Georgia $2.4 billion a year,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
6366,Says Sen. Mark Pryor voted for special subsidies for lawmakers and staff in Congress so theyre protected from Obamacare.,1,7,0,0,0,0,0,0,0,0,0,4,1,1,2,0,2,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6367,Tom Barrett voted for the largest tax increase in history ... raising taxes on gas and Social Security.,1,5,0,0,0,0,0,0,0,0,1,3,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,3,0,3,0,2,0,0,2,0,0,0,0,0,0,0,0
6368,California is home to the largest death row populationin the Western Hemisphere.,0,4,0,0,0,0,0,0,0,0,2,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
6369,A private school tax break in the Wisconsin state budget is the most generous in the nation.,0,6,0,0,0,0,0,0,0,0,3,2,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,2,0,2,0,0,1,0,0,0,0,0,0,0,0
6370,"For every time the state gets paid a dollar in taxes (on gambling), somebody loses $6.",0,3,0,0,0,0,0,0,0,0,2,1,0,0,0,0,3,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,1,1,2,0,1,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0
6371,Giving money to politicians has paid off for Paul Workman. Workman gave thousands to politicians and got millions in government construction projects.,1,7,0,0,0,0,0,0,0,0,0,5,1,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3,3,0,2,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0
6372,"For decades before I was elected, governors tried and failed to get Minnesota out of the top 10 highest-taxed states in the country. I actually did it.",0,11,0,0,0,0,0,0,0,0,2,5,2,1,1,0,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,2,1,1,0,3,2,0,4,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0
6373,"In the U.S., African-Americans continue to be arrested at nearly three and one half times the rate of whites on marijuana charges.",0,9,0,0,0,0,0,0,0,0,2,4,1,1,1,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0
6374,"Harris County, Texas has some of the highest jailing and incarceration rates in the U.S. and the world.",0,8,0,0,0,0,0,0,0,0,3,2,1,0,2,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
6375,Repealing the health care law would save $95 billion in 2016.,1,3,0,0,0,0,0,0,0,0,1,1,1,0,0,0,3,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6376,A majority of drunk driving deaths and injuries are caused by drunk driving offenders with no prior convictions.,0,6,0,0,0,0,0,0,0,0,0,3,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,1,1,0,3,2,0,0,1,2,0,0,0,0,0,0,0,0,0,0
6377,Fifty percent of Americans will go hungry at some time in their lives.,1,4,0,0,0,0,0,0,0,0,0,3,1,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
6378,"Three years ago, John McCain said, ""Afghanistan we don't read about it anymore in papers because it succeeded.""",0,8,4,1,0,1,0,0,0,3,0,2,1,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,3,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0
6379,Poverty levels (are) at an all-time high.,1,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
6380,"On ISIS, (Michael Bennet) chose the (Washington) insiders over our generals.",1,3,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6381,"You know, Sen. McCain said the other day that we might have troops (in Iraq) for 100 years...",0,7,3,1,0,1,0,0,0,2,1,1,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6382,Says the state budget includes spending on commercials for Fortune 500 companies.,0,3,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
6383,"Says high-speed rail would have created 60,000 jobs.",1,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6384,Says IBM leader told Obama that using IBM technology to cut fraud could pay for health care reform.,0,4,1,0,0,0,0,0,0,1,0,2,1,0,0,0,4,0,0,0,0,0,2,1,1,0,0,0,1,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6385,"Since President Obama took office, 2 million jobs. Gone.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6386,"Supported in-state tuition in Arkansas for illegal immigrants ""if you'd sat in our schools from the time you're 5 or 6 years old and you had become an A-plus student,"" among other things.",1,15,5,4,0,1,3,0,0,1,2,4,4,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,2,0,5,0,2,3,1,0,0,0,0,0,0,0,0,0,0,0
6387,"Health insurance premiums ""have almost doubled ... since 2000.""",0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
