,statement,label
4002,"In the mid 1990s, in our state, (Florida was) No. 1 in violent crime in America. ... The only concern I had was for the citizens of Florida, who were subjected to a violent crime every three minutes and 45 seconds.",Not Fake
4003,Says Scott Walkers listening sessions are invite-only and excluding the press.,Not Fake
4004,The Obama White House recognizes a baby that has not been born for security purposes.,Fake
4005,The right-to-work states are creating a lot more jobs today than the heavily unionized states.,Not Fake
4006,The leader of ISIS was imprisoned by American troops and ordered released to Iraq by Obama administration in 2009.,Fake
4007,Del. Ben Chafin took money away from Southwest Virginia schools while votingto build a politicians palace.,Fake
4008,Our tax code is so complicated it extracts $140 billion in extra tax preparation costs every year - one thousand dollars for every American family.,Not Fake
4009,Spending of government money is 17 percent less than it was a decade ago.,Not Fake
4010,"One of the Planned Parenthood videos shows a fully formed fetus on the table, its heart beating, its legs kicking, while someone says, We have to keep it alive to harvest its brain.",Fake
4011,"In 2009, the Small Business Entrepreneurship Council ranked Ohio 11th in the nation and 1st in the Midwest for overall business climate.",Not Fake
4012,Texas now has the second-highest high school graduation rate in the country. And it has the highest graduation rate for African Americans and Hispanics.,Not Fake
4013,"...some of those (tax increases) were either court-ordered, or they were voted on by the people and approved by the people for (such) things as roads.",Not Fake
4014,"Under changes being debated, state employees in Wisconsin who earn $30,000, $40,000, $50,000 a year might have 20 percent of their income just disappear overnight.",Fake
4015,"North Korea has a substantial standing army, one of the largest, certainly the largest per capita, in the world.",Not Fake
4016,"If an Iranian woman shows too much hair in public, she risks being beaten or killed.",Fake
4017,Massachusetts Sen. Scott Brown shows someone can be bipartisan in Congress because he votes about 66 percent with his own party.,Not Fake
4018,He has ushered in $3 billion in new investment.,Fake
4019,Says Romney flip-flopped on abortion.,Not Fake
4020,Secular Americans are the fastest-growing religious identification demographic in this country.,Not Fake
4021,"Our countrys got this huge debt, and (President Barack) Obama says raise taxes and keep spending more.",Not Fake
4022,David Perdue supports Common Core,Fake
4023,Says Hillary Clinton wants to essentially abolish the Second Amendment.,Fake
4024,"Because of Obamacare peoples premiums ...are going up 35, 45, 55 percent.",Not Fake
4025,When I go on Letterman the ratings go up.,Not Fake
4026,The United States is the only industrialized country that does not guarantee paid time off to care for a new child.,Not Fake
4027,"Eliminating earmarks ""would make barely a drop in the bucket with regard to the national debt, the deficit.""",Not Fake
4028,Says Joe Garcia voted to raise our utility rates.,Not Fake
4029,"Since Sherrod Brown and the Democrats rammed the economic stimulus bill through, Ohios unemployment rate has risen to 9.6 percent, above the national average.",Not Fake
4030,President Barack Obama has announced that he would not sign ANY spending bills this year unless sequestration spending cuts are eliminated.,Not Fake
4031,The Obama administration has even joined Islamist governments in sponsoring a U.N. resolution that would shred our First Amendment by threatening to make discussion of radical Islamism potentially illegal.,Fake
4032,Many of the top officials at the Port Authority earn more money than the governors of the states that have jurisdiction over them.,Not Fake
4033,"Vagina. Because apparently, saying that word in the Michigan State House of Representatives can get you a two-day ban from speaking on the floor.",Not Fake
4034,"Mike Madigan made a fortune on tax appeals Saving his friends millions... Its an inside game played by people like Merry Marwig, Madigans hand-picked candidate. When Marwig thought her property taxes were too high she got them lowered at your expense. Saved so much she did it again. Marwig and Madigan: Profiting from the same corrupt system.",Fake
4035,Says I was the first governor in America to endorse Mitt Romney.,Fake
4036,Barack Obama's plan gives a driver's license to any illegal who wants one.,Fake
4037,Two-thirds of American families rely on the mothers income to stay above the poverty level.,Fake
4038,"After 9/11, Jim put us all first by serving for 23 months in Iraq, the wars longest tour.",Fake
4039,Oil production from federal waters in the Gulf of Mexico reached an all-time high in 2010.,Not Fake
4040,"In the 80s, Democrats promised spending cuts, but delivered only tax hikes.",Fake
4041,Says hewas one of the chief architects of balancing the federalbudget.,Not Fake
4042,Only half of the murders in the city of St. Louis get solved.,Not Fake
4043,The legislation ... that Senator McCain supports would provide the authority for the federal government to surveille American citizens in their own country without any suspicion whatsoever that they're engaging in discussions with terrorists or about criminal activity.,Not Fake
4044,"Says indoor workers get less UV than outdoor workers, but they get more melanomas.",Fake
4045,Im beating (Kelly Ayotte) in the polls by a lot.,Fake
4046,A majority in every state favors path to citizenship for undocumented immigrants.,Not Fake
4047,We are one of the most expensive [bus] rides in New England.,Not Fake
4048,"In Jeanne Shaheen, New Hampshire has a Senator who was the deciding vote to pass Obamacare.",Fake
4049,"If Cory Gardner gets his way, youd better stock up on condoms.",Fake
4050,Says for the duration of this recession not a single person in government middle management has lost (a) job or taken a pay cut.,Fake
4051,Says Gov. Chris Christie has now come up with a new agenda for ethics reform in September 2011.,Fake
4052,"The Baucus health care bill ""could be used to ban guns in home self-defense.""",Fake
4053,"Gov. Scott Walker received a $7,300 pay raise.",Fake
4054,Tennessees grocery tax is one of the highest in the nation.,Not Fake
4055,"Says when Bernie Sanders was in college, Sanders said something very similar to what conservative Wisconsin Supreme Court Justice Rebecca Bradley had written as a college student in the 1990s -- that women have a legitimate role in date rape.",Not Fake
