statement,label,num_-,num_?,num_!,num_%,num_;,num_:,"num_""",num_(,num_$,"num_,",num_.,count_char,count_word,count_sent,count_char_per_word,count_unique,count_uppercase,count_month,sentiment_score,count_function,count_pronoun,count_ppron,count_i,count_we,count_you,count_shehe,count_they,count_ipron,count_article,count_prep,count_auxverb,count_adverb,count_conj,count_negate,count_verb,count_adj,count_compare,count_interrog,count_number,count_quant,count_affect,count_posemo,count_negemo,count_anx,count_anger,count_sad,count_social,count_family,count_friend,count_female,count_male,count_cogproc,count_insight,count_cause,count_discrep,count_tentat,count_certain,count_differ,count_percept,count_see,count_hear,count_feel,count_bio,count_body,count_health,count_sexual,count_ingest,count_drives,count_affiliation,count_achieve,count_power,count_reward,count_risk,count_focuspast,count_focuspresent,count_focusfuture,count_relativ,count_motion,count_space,count_time,count_work,count_leisure,count_home,count_money,count_relig,count_death,count_informal,count_swear,count_netspeak,count_assent,count_nonflu,count_filler
Under the new health care law all real estate transactions will be subject to a 38 Sales Tax,-0.25,0,0,0,1,0,0,0,0,0,1,1,75,18,1,4.166666666666667,18,3,0,0.05656565656565657,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,1,1,0,1,1,1,0,0,1,1,1,1,1,0,1,1,0,0,1,0,1,1,0,0,0,1,0,0,0,2,1,0,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,1,1,1,0,0
Says SherwinWilliams is making lead paint and poisoning people around the world,0.5,1,0,0,0,0,0,0,0,0,0,1,68,12,1,5.666666666666667,12,3,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
When the governor announced his jobs budget 99 folks from the Department of Taxation were let go the next day,1.0,0,0,0,0,0,0,0,0,0,1,1,90,20,1,4.5,17,3,0,0.0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
If we use Tax Increment Financing funding thats going to take funds from the general fund for Pinellas County as it will take funds from the general fund for the city of St Pete,0.0,0,0,0,0,0,0,0,1,0,2,2,144,34,1,4.235294117647059,19,8,0,0.05000000000000002,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0
Illegal counterfeiting and piracy costs the US economy 100 billion every year,0.0,0,0,0,0,0,0,0,0,1,0,6,66,12,1,5.5,12,3,0,-0.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Some criminals have learned how to spy on Americans hacking into our home computers and looking out through the video camera attached to the screen,1.0,0,0,0,0,0,0,0,0,0,1,1,123,25,1,4.92,21,2,0,0.0,1,1,1,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0
Says Texas public school funding grew three times the rate of enrollment from 2002 to 2012,0.0,0,0,0,0,0,0,0,0,0,0,1,75,16,1,4.6875,16,2,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Says Indiana Gov Mike Pence denies that theres such a thing as evolution,0.5,0,0,0,0,0,0,0,0,0,0,2,60,13,1,4.615384615384615,13,5,0,0.0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,1,0,0,1,1,0,0,1,1,1,1,1,0,1,1,0,0,1,0,1,1,0,0,0,1,0,0,0,1,1,0,0,1,1,0,1,0,2,0,0,1,0,1,0,0,0,0,0,0,1,1,1,1,2,0,0
Insurance companies have seen their profits soar by more than 400 percent since 2001,0.5,0,0,0,0,0,0,0,0,0,0,1,71,14,1,5.071428571428571,14,1,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Since the stimulus package was passed Ohios lost over 100000 more jobs,1.0,0,0,0,0,0,0,0,0,0,2,1,59,12,1,4.916666666666667,12,2,0,0.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
When Jim Doyle was governor and Mary Burke was commerce secretary Wisconsin saw billions in middleclass tax hikes on nursing home beds gas phones and garbage,0.0,1,0,0,0,0,0,0,0,0,3,1,132,26,1,5.076923076923077,22,6,0,0.0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0
Barry Smitherman doesnt have enough legal experience to apply for most of the jobs at the attorney generals office,0.75,0,0,0,0,0,0,0,0,0,0,1,96,19,1,5.052631578947368,17,2,0,0.2333333333333333,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
Says Russ Feingold got paid 8000 a lecture at Stanford University,0.25,0,0,0,0,0,0,0,0,1,1,1,55,11,1,5.0,11,5,0,0.0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,2,0,1,1,0,0,1,1,0,0,1,1,1,1,1,0,1,1,0,0,1,0,2,1,0,0,0,1,0,0,0,1,1,0,0,2,1,0,1,0,1,0,0,2,0,1,0,0,0,0,0,0,2,1,1,1,1,0,0
Says Connie Mack wrote a letter to the Department of Transportation in order to get 29 million in stimulus for his congressional district,1.0,0,0,0,0,0,0,0,0,1,0,1,115,23,1,5.0,19,5,0,0.0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,1,1,2,0,1,1,0,0,1,1,1,1,1,0,1,1,0,2,1,0,1,3,0,0,0,1,0,0,0,1,1,2,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,4,1,1,1,0,0
Says Texas ranks first among the states in the amount of carbon dioxide emitted and toxic chemicals released into water,0.5,0,0,0,0,0,0,0,0,0,0,1,100,20,1,5.0,18,2,0,0.25,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
The first round of stimulus  it created zero jobs,-0.25,0,0,0,0,0,0,0,0,0,0,4,40,9,1,4.444444444444445,10,1,0,0.024999999999999994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Senate Finance Committee approved a reform proposal that has both Democratic and Republican support,0.25,0,0,0,0,0,0,0,0,0,0,1,89,15,1,5.933333333333334,15,6,0,0.0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,1,0,0,1,1,0,0,1,1,1,1,1,0,1,1,0,0,1,0,1,1,0,0,0,1,0,0,0,1,1,0,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,1,1,1,0,0
Say Apples Tim Cook will not do business with Indiana,0.0,0,0,0,0,0,0,0,0,0,0,1,44,10,1,4.4,10,5,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lindsay Parkhurst wants to take away programs like Social Security and Medicare that seniors have earned throughout their lifetimes,-0.25,0,0,0,0,0,0,0,0,0,0,1,113,19,1,5.947368421052632,19,5,0,0.11666666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
By eliminating the public intervenors office I was the first one to fire Kathleen Falk,0.5,0,0,0,0,0,0,0,0,0,1,1,72,15,1,4.8,13,4,0,0.125,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Says Rick Santorum voted to let convicted felons vote,0.5,0,0,0,0,0,0,0,0,0,0,1,45,9,1,5.0,9,3,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The costs for families in the individual market for the same type of coverage that theyre currently receiving would go down 14 percent to 20 percent,0.5,0,0,0,0,0,0,0,1,0,0,1,123,26,1,4.730769230769231,20,1,0,-0.038888888888888896,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
Says he voted no on the Wall Street bailouts,0.25,0,0,0,0,0,0,0,0,0,0,1,36,9,1,4.0,9,3,0,0.0,1,2,1,0,0,0,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,0
Seniors enrolled in Medicare Advantage are going to see an average premium increase between 50 and 90 per month,0.25,0,0,0,0,0,0,0,0,2,0,1,93,19,1,4.894736842105263,19,3,0,-0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Says Republicans want to cut education by 25 percent,0.75,0,0,0,0,0,0,0,0,0,0,1,44,9,1,4.888888888888889,9,2,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Says a bill requiring ultrasounds before abortions was supported by Republicans and Democrats,0.5,0,0,0,0,0,0,0,0,0,0,1,81,13,1,6.230769230769231,13,3,0,0.0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,1,0,0,1,1,0,0,1,1,1,1,1,0,1,1,0,0,1,0,1,1,0,0,0,1,0,0,0,1,1,0,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,1,1,1,0,0
80 percent of the American people havent gotten a pay raise since the crash,0.75,0,0,0,0,0,0,0,0,0,0,1,62,14,1,4.428571428571429,12,1,0,0.0,0,0,0,0,0,0,0,2,0,1,0,1,1,0,1,0,1,1,0,0,1,1,0,0,1,1,1,1,1,0,1,1,0,0,1,0,1,1,0,0,0,1,0,0,0,1,1,0,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,1,1,1,0,0
Assault rifles already are banned,0.25,0,0,0,0,0,0,0,0,0,0,1,29,5,1,5.8,5,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Since 1990every continent has seen substantial gains with individual incomes growing by more than a third in every region of the developing world,0.75,0,0,0,0,0,0,0,1,0,1,1,123,23,1,5.3478260869565215,23,1,0,0.16666666666666666,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,1,1,1,0,1,1,0,0,1,1,1,1,1,0,1,1,0,1,1,0,1,2,0,0,0,1,0,0,0,1,1,1,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,2,1,1,1,0,0
Colorado saw increased incidents of emergency room visits by young people and increased incidents of driving while under the influence of marijuana following the legalization of recreational pot,0.5,0,0,0,0,0,0,0,0,0,0,1,167,28,1,5.964285714285714,18,1,0,0.05,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
On opposing legislation that would take away existing health care plans,0.5,0,0,0,0,0,0,0,0,0,0,1,61,11,1,5.545454545454546,11,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GDP was zero essentially for the last two quarters,0.0,0,0,0,0,0,0,0,0,0,0,1,42,9,1,4.666666666666667,9,3,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Says a quote at the top of the redesigned website for the Department of Justice comes from a socialist who wanted to impose global common law,-0.25,0,0,0,0,0,0,0,0,0,0,1,116,26,1,4.461538461538462,19,3,0,0.06666666666666667,0,0,0,0,0,0,0,3,0,2,0,2,2,0,3,0,2,2,0,0,2,2,0,0,2,2,2,2,2,0,2,2,0,0,2,0,3,2,0,0,0,2,0,0,0,2,2,0,0,3,2,0,2,0,2,0,0,3,0,2,0,0,0,0,0,0,3,3,2,2,2,0,0
As a sign of extraordinary progress there are half as many primaryage children out of school today as there were 15 years ago,0.5,1,0,0,0,0,0,0,1,0,1,1,103,23,1,4.478260869565218,17,1,0,0.2222222222222222,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,2,0,0,1,1,0,0,1,1,1,1,1,0,1,1,0,0,1,0,1,1,0,0,0,1,0,0,0,1,1,0,0,1,1,0,1,0,3,0,0,1,0,1,0,0,0,0,0,0,1,1,1,1,3,0,0
Hillary stood up for universal health care when almost no one else would and kept standing till 6million kids had coverage,0.5,1,0,0,0,0,0,0,0,0,1,1,102,21,1,4.857142857142857,21,1,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
Says there have been some job gains in the McMansion State since Mr Christie took office but they have lagged gains both in the nation as a whole and in New York and Connecticut the obvious points of comparison,1.0,0,0,0,0,0,0,0,0,0,2,2,172,39,1,4.410256410256411,27,9,0,0.11212121212121212,0,0,0,0,0,0,0,4,0,1,0,1,1,0,1,0,1,1,3,0,1,1,0,0,1,1,1,1,1,0,1,1,0,3,1,0,1,4,0,0,0,1,0,0,0,1,1,3,0,1,1,0,1,0,2,0,0,1,0,1,0,0,0,0,0,0,1,4,1,1,2,0,0
When Congressman Langevin took office gas was around 170 per gallon and now it is near 4 per gallon,0.25,0,0,0,0,0,0,0,0,2,2,2,81,19,1,4.2631578947368425,15,3,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Planned Parenthood is an organization that funnels millions of dollars in political contributions to proabortion candidates,0.75,1,0,0,0,0,0,0,0,0,0,1,108,16,1,6.75,16,2,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
More people have watched Morning Joe than CNN and HLN 5 years in a row,0.75,0,0,0,0,0,0,0,0,0,0,1,56,15,1,3.7333333333333334,15,9,0,0.5,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,1,1,0,1,1,0,0,1,1,1,1,1,0,1,1,0,1,1,0,1,2,0,0,0,1,0,0,0,1,1,1,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,2,1,1,1,0,0
The Obama Administrations own White House Council of Economic Advisers has estimated 47 million Americans will lose their jobs if the health care bill passes,0.0,0,0,0,0,0,0,0,1,0,0,2,133,25,1,5.32,25,9,0,0.26666666666666666,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Says Wisconsin state Sen Randy Hopper RFond du Lac has already been recalled,0.0,1,0,0,0,0,0,0,0,0,2,2,64,13,1,4.923076923076923,13,8,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Georgia lawmakers are now considering passing the most extreme gun bill in America,0.25,0,0,0,0,0,0,0,0,0,0,1,70,13,1,5.384615384615385,13,2,0,0.1875,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
In Congress right now were doing the best job we have ever done in women in the federal legislature but its still only 19 percent,1.0,0,0,0,0,0,0,0,0,0,2,1,105,25,1,4.2,21,2,0,0.42857142857142855,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0
Most state employees did not receive any pay raise from 2009 to 2012,1.0,0,0,0,0,0,0,0,0,0,0,1,56,13,1,4.3076923076923075,13,1,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A simple review of the Backrooms health code records will reveal that the restaurant already has a longstanding problem with rodent infestations,-0.25,1,0,0,0,0,0,0,0,0,0,1,123,22,1,5.590909090909091,20,2,0,0.0,0,0,0,0,0,0,0,2,0,1,0,1,1,0,1,0,1,1,0,0,1,1,0,0,1,1,1,1,1,0,1,1,0,0,1,0,1,1,0,0,0,1,0,0,0,2,1,0,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,1,1,1,0,0
Says 38 billion in spending cuts in federal budget compromise is less than 1 billion in real cuts,0.25,0,0,0,0,0,0,0,0,2,0,1,80,18,1,4.444444444444445,11,1,0,0.016666666666666677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0
Eightyfive percent of governments running right now Only 15 percent of government spending is shut down,0.5,1,0,0,0,0,0,0,0,0,0,2,88,16,1,5.5,12,2,0,0.04338624338624337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
The EPA has tried to define a puddle or a drainage ditch on your farm to be navigable waters and thus subject to massive environmental regulations,0.25,0,0,0,0,0,0,0,0,0,0,1,121,26,1,4.653846153846154,21,4,0,-0.08333333333333333,1,1,1,0,0,0,0,0,1,2,0,2,2,1,2,0,2,2,0,1,2,2,0,0,2,2,2,2,2,0,2,2,0,0,2,0,2,2,0,0,0,2,0,0,0,2,2,0,0,3,2,0,2,0,2,0,0,2,1,2,0,1,0,0,1,0,2,3,2,2,2,1,0
Says public education will get more money in 201213 though lawmakers cut 15 billion in overall spending,0.5,1,0,0,0,0,0,0,0,1,0,1,87,17,1,5.117647058823529,15,1,0,0.16666666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0
We have completely turned our economy around,0.5,0,0,0,0,0,0,0,0,0,0,1,38,7,1,5.428571428571429,7,1,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Theres only three countries in the entire world wheretheres no paid vacation by law we happen to be one of them,0.5,0,0,0,0,0,0,0,0,0,1,1,91,21,1,4.333333333333333,21,1,0,0.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0
An organized crime syndicate was extorting money from his Tom Ganleys business threatening his family but he fought back and won the FBIs highest civilian award,1.0,0,0,0,0,0,0,0,1,0,2,0,135,26,1,5.1923076923076925,24,6,0,0.0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Attacks on Planned Parenthood come at a time when the poverty rate among women is the highest in nearly two decades and 1 in 5 women under 65 dont have access to health care,0.75,0,0,0,0,0,0,0,0,0,0,1,140,34,1,4.117647058823529,28,3,0,0.1,1,1,1,0,0,0,0,2,1,1,0,1,1,1,2,0,1,1,2,0,1,1,0,0,1,1,1,1,1,0,1,1,0,2,1,1,2,3,0,0,0,1,0,0,0,2,1,2,0,3,1,0,1,1,1,0,0,2,1,1,1,0,1,0,1,0,2,3,1,1,1,1,0
I am the only candidate who ran in either primary who said I will not raise taxes on the middle class,-0.25,0,0,0,0,0,0,0,0,0,1,1,81,21,1,3.857142857142857,15,2,0,0.13333333333333333,1,1,1,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0
By releasing only basic tax information former US Congressman Nathan Deal is hiding more than hes disclosed about his business dealing with the state,0.5,0,0,0,0,0,0,0,0,0,1,3,126,24,1,5.25,24,6,0,0.125,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
22 times Barack Obama said he did not have the authority to implement this type of antideportation measure And then the day after he signed this into law he said quote I just changed the law,0.75,1,0,0,0,0,0,0,0,0,3,2,155,36,1,4.305555555555555,24,4,0,0.0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A clause hidden in the Obamacare bill which is now law gives Obama the right to form a private army,-0.25,0,0,0,0,0,0,0,0,0,2,1,80,20,1,4.0,18,3,0,0.03968253968253968,0,0,0,0,0,0,0,2,0,1,0,1,1,0,1,0,1,1,1,0,1,1,0,0,1,1,1,1,1,0,1,1,0,1,1,1,1,2,0,0,0,1,0,0,0,1,1,1,0,1,1,0,1,1,1,0,0,1,0,1,0,0,1,0,0,0,1,3,1,1,1,0,0
Since 2009 Georgias public schools have lost nearly 9000 classroom teachers while the number of students has gone up,1.0,0,0,0,0,0,0,0,0,0,2,1,98,19,1,5.157894736842105,19,2,0,0.05,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
